,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor,height_state,中,低,高,东北向,东南向,东向,东西向,北向,南北向,南向,西北向,西南向,西向,万家湾,光华,八宝街,内光华,内金沙,外光华,外金沙,天府广场,府南新区,杜甫草堂,浣花小区,石人小区,苏坡,草市街,西南财大,贝森,长顺街,顺城街,骡马市
537,方池街33号院,47.74,高,东北向,2014,150.0,31420,2,1,7,长顺街,方池街33号,31420.19271051529,5.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1629,方池街33号院,47.74,高,东北向,2014,150.0,31420,2,1,7,长顺街,方池街33号,31420.19271051529,5.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1135,SG珊顿道,47.87,高,东向,2016,135.0,28201,1,1,41,骡马市,正府街77号(中国银行大厦背后),28201.378734071444,30.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2808,双玺,47.89,中,南向,2015,115.0,24013,2,1,18,贝森,贝森路216号,24013.363959072874,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1449,双玺,47.89,中,南向,2015,115.0,24013,2,1,18,贝森,贝森路216号,24013.363959072874,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3741,新城市广场,47.92,中,东北向,2003,105.0,21911,1,1,30,八宝街,西大街1号,21911.51919866444,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,新城市广场,47.92,中,东北向,2003,105.0,21911,1,1,30,八宝街,西大街1号,21911.51919866444,15.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,百花西路25号院,47.96,低,南向,2000,128.0,26688,2,1,6,浣花小区,百花西路25号,26688.907422852375,1.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3265,金阳伦敦西区,470.0,低,南北向,2013,698.0,14851,5,3,3,西南财大,青羊大道29号,14851.063829787234,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4613,金阳伦敦西区,470.0,低,南北向,2013,698.0,14851,5,3,3,西南财大,青羊大道29号,14851.063829787234,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3195,金阳伦敦西区,470.0,低,南北向,2013,698.0,14851,5,3,3,西南财大,青羊大道29号,14851.063829787234,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4136,金阳伦敦西区,479.02,高,东南向,2015,850.0,17744,5,3,1,西南财大,青羊大道29号,17744.561813702978,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2557,远洋万和公馆,47.0,中,西北向,2017,95.0,20212,1,1,13,长顺街,大安东路1号 (府河畔活水公园旁),20212.76595744681,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4355,远鸿锦悦金沙公寓,47.0,高,东南向,2019,62.0,13191,2,1,21,内金沙,苏坡东路18号(地铁4号线清江西路地铁站旁),13191.489361702126,15.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,远洋万和公馆,47.0,低,西北向,2017,95.0,20212,1,1,27,长顺街,大安东路1号 (府河畔活水公园旁),20212.76595744681,6.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
410,远鸿锦悦金沙公寓,47.0,中,南向,2019,67.0,14255,2,1,20,内金沙,远鸿锦悦金沙公寓,14255.319148936169,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,天盛壹中心,48.01,中,西向,2008,71.8,14955,1,1,31,草市街,北大街88号,14955.217662986877,15.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
647,SG珊顿道,48.02,低,东向,2016,134.0,27905,1,2,41,骡马市,SG珊顿道正府街77号(中国银行大厦背后),27905.039566847146,10.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4087,SG珊顿道,48.05,中,南向,2016,135.0,28095,1,2,42,骡马市,正府街77号(中国银行大厦背后),28095.733610822062,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4686,SG珊顿道,48.07,中,西南向,2016,135.0,28084,2,1,41,骡马市,SG珊顿道正府街77号(中国银行大厦背后),28084.044102350737,20.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,SG珊顿道,48.07,中,西南向,2016,135.0,28084,2,1,41,骡马市,SG珊顿道正府街77号(中国银行大厦背后),28084.044102350737,20.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3010,天盛壹中心,48.14,低,西向,2015,62.6,13003,1,1,31,草市街,北大街88号,13003.739094308268,7.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2272,天盛壹中心,48.14,低,西向,2015,62.6,13003,1,1,31,草市街,北大街88号,13003.739094308268,7.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1175,心愿花园二期,48.15,高,南向,2015,46.5,9657,1,1,11,府南新区,青羊区文乐二路18号,9657.320872274144,8.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2319,心愿花园二期,48.15,中,南向,2009,48.0,9968,1,1,11,府南新区,青羊区文乐二路18号,9968.847352024923,5.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
965,心愿花园二期,48.15,高,南向,2015,46.5,9657,1,1,11,府南新区,青羊区文乐二路18号,9657.320872274144,8.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1821,包家巷99号院,48.28,高,南向,1990,152.0,31483,2,1,4,天府广场,包家巷99号,31483.01574150787,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
821,十二桥路14号院,48.32,中,南向,1992,95.0,19660,2,1,6,天府广场,十二桥路14号,19660.596026490068,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2754,十二桥路14号院,48.32,中,南向,1992,95.0,19660,2,1,6,天府广场,十二桥路14号,19660.596026490068,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,十二桥路14号院,48.32,中,南向,1992,95.0,19660,2,1,6,天府广场,十二桥路14号,19660.596026490068,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3774,香格里拉花园,48.42,高,北向,2002,97.6,20156,1,1,12,贝森,清江中路65号,20156.959933911603,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4178,香格里拉花园,48.42,低,北向,2002,90.0,18587,1,1,12,贝森,清江中路65号,18587.36059479554,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2653,天盛壹中心,48.48,高,东向,2014,64.0,13201,1,0,31,草市街,北大街88号,13201.320132013201,23.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
718,光华逸家,48.84,低,北向,2014,119.5,24467,3,1,17,万家湾,青羊区光华东三路401号,24467.649467649462,4.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,西胜街19号,48.93,高,南向,2015,110.0,22481,2,1,6,顺城街,西胜街19号,22481.095442468835,4.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3173,蓝光COCO金沙一期,48.95,高,东向,2015,105.0,21450,2,1,22,外金沙,青羊区清涟路27号,21450.459652706842,16.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1134,欧苑,48.0,低,东向,2015,53.0,11041,1,1,18,外光华,双星大道培风路80号,11041.666666666668,4.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4383,远鸿锦悦金沙公寓,48.0,低,南向,2017,65.0,13541,2,1,31,内金沙,苏坡东路18号(地铁4号线清江西路地铁站旁),13541.666666666668,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,远鸿锦悦金沙公寓,48.0,低,南向,2017,65.0,13541,2,1,31,内金沙,苏坡东路18号(地铁4号线清江西路地铁站旁),13541.666666666668,7.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,光华碧邻,49.01,中,北向,2013,79.0,16119,1,1,20,万家湾,光华西二路126号,16119.159355233625,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,光华碧邻,49.01,中,北向,2013,79.0,16119,1,1,20,万家湾,光华西二路126号,16119.159355233625,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,清溪雅筑,49.07,低,西向,2012,75.0,15284,1,1,18,外光华,培风路271号,15284.287752190749,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
668,清溪雅筑,49.07,低,西向,2012,75.0,15284,1,1,18,外光华,培风路271号,15284.287752190749,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,城市物语,49.17,中,南向,2015,110.0,22371,2,1,10,贝森,双新南路83号,22371.364653243847,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2735,城市物语,49.17,中,南向,2015,110.0,22371,2,1,10,贝森,双新南路83号,22371.364653243847,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2198,蓝光COCO金沙二期,49.22,高,东南向,2015,110.0,22348,2,1,22,外金沙,清源三路169号,22348.638764729785,16.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2502,蓝光COCO金沙二期,49.22,低,西南向,2014,108.0,21942,2,1,22,外金沙,清源三路169号,21942.299878098336,5.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2505,光华碧邻,49.24,低,北向,2013,82.0,16653,1,1,20,万家湾,光华西二路126号,16653.127538586516,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,蓝光SOFA社区,49.32,中,东向,2011,91.8,18613,1,1,20,万家湾,成飞大道南段238号,18613.138686131384,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,蓝光SOFA社区,49.32,中,东向,2011,91.8,18613,1,1,20,万家湾,成飞大道南段238号,18613.138686131384,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,蓝光SOFA社区,49.32,低,西向,2011,87.0,17639,1,1,20,万家湾,成飞大道南段238号,17639.902676399026,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,欧韵金沙,49.55,高,东南向,2013,102.0,20585,1,1,15,内金沙,金牛区蜀辉路686号,20585.26740665994,11.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,欧韵金沙,49.55,中,西北向,2015,106.0,21392,1,1,15,内金沙,金牛区蜀辉路686号,21392.53279515641,7.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,时代印象,49.57,中,南向,2005,55.0,11095,1,1,14,草市街,北东街1号(正成财富领地对面),11095.420617308855,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4070,草堂小筑,49.61,高,西向,2001,80.0,16125,1,1,8,杜甫草堂,清江南街4号,16125.781092521669,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,蓝光COCO金沙一期,49.64,低,东北向,2014,102.3,20608,2,1,22,外金沙,青羊区清涟路27号,20608.380338436746,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2360,蓝光COCO金沙一期,49.64,低,东北向,2014,102.3,20608,2,1,22,外金沙,青羊区清涟路27号,20608.380338436746,5.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3927,花样年华乐摩筑,49.86,高,南向,2010,88.0,17649,1,1,26,贝森,苏坡西路39号,17649.41837144003,19.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,花样年华乐摩筑,49.86,高,南向,2010,88.0,17649,1,1,26,贝森,苏坡西路39号,17649.41837144003,19.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3705,花样年华乐摩筑,49.86,中,南向,2010,88.0,17649,1,1,26,贝森,苏坡西路39号,17649.41837144003,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2384,蓝光COCO金沙二期,49.0,高,东南向,2015,86.0,17551,1,1,22,外金沙,清源三路169号,17551.020408163266,16.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610,盛世年华,50.06,高,东向,2006,85.0,16979,1,1,17,草市街,东珠市街66号,16979.62445065921,12.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,盛世年华,50.06,高,东向,2006,85.0,16979,1,1,17,草市街,东珠市街66号,16979.62445065921,12.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4468,现代城,50.08,中,南北向,2004,75.0,14976,1,1,23,浣花小区,锦里西路119号,14976.038338658147,11.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1855,东立清水河畔,50.09,低,西南向,2008,73.0,14573,1,1,23,外金沙,金福南路55号,14573.76721900579,5.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2939,东立清水河畔,50.09,低,西南向,2008,73.0,14573,1,1,23,外金沙,金福南路55号,14573.76721900579,5.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2988,东立清水河畔,50.09,低,西南向,2008,73.0,14573,1,1,23,外金沙,金福南路55号,14573.76721900579,5.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2770,蜀华街44号院,50.14,低,南向,1995,160.0,31910,2,1,7,天府广场,成都市青羊区蜀华街44号,31910.65017949741,1.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2410,东立清水河畔,50.16,高,南向,2008,85.0,16945,1,1,23,外金沙,金福南路55号,16945.773524720895,17.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2308,时代印象,50.18,低,东向,2005,57.0,11359,1,1,14,草市街,北东街1号(正成财富领地对面),11359.107214029493,3.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1511,石人北路100号院,50.22,中,南向,1997,78.0,15531,2,1,7,石人小区,石人北路100号,15531.660692951014,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1957,石人北路100号院,50.22,中,南向,1997,78.0,15531,2,1,7,石人小区,石人北路100号,15531.660692951014,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1860,东立光华杏林,50.24,高,北向,2010,63.5,12639,1,1,21,万家湾,同辉南路256号,12639.331210191083,15.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,光华揽胜,50.35,中,西向,2010,135.0,26812,1,1,34,内光华,琼楼路283号,26812.313803376364,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,心愿花园二期,50.37,中,西向,2015,49.0,9728,1,1,11,府南新区,青羊区文乐二路18号,9728.01270597578,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2212,心愿花园二期,50.37,中,西向,2015,49.0,9728,1,1,11,府南新区,青羊区文乐二路18号,9728.01270597578,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4504,草堂小筑,50.38,中,南北向,2001,85.0,16871,1,1,9,杜甫草堂,清江南街4号,16871.77451369591,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
624,支矶石街24号院,50.3,高,东向,2015,226.0,44930,2,1,7,天府广场,支矶石街24号,44930.41749502982,5.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2484,桂花巷59号院,50.53,中,东西向,2015,128.0,25331,2,1,5,天府广场,桂花巷59号,25331.48624579458,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1974,人民中路一段4号院,50.56,中,东向,1990,175.0,34612,2,1,5,天府广场,人民中路一段4号,34612.3417721519,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,石人南路8号院,50.58,高,西南向,1997,75.8,14986,2,1,7,石人小区,石人南路8号院石人南路8号,14986.160537761962,5.25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,汇厦少城,50.62,低,东向,2014,130.0,25681,1,1,39,天府广场,文庙西街,25681.54879494271,9.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2749,四川省卫生管理干部学,50.67,高,南北向,2015,120.0,23682,2,1,6,天府广场,文庙西街31号,23682.652457075194,4.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1457,四川省卫生管理干部学,50.67,高,南北向,2015,120.0,23682,2,1,6,天府广场,文庙西街31号,23682.652457075194,4.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,花样年华乐摩筑,50.68,高,东向,2014,79.0,15588,1,1,26,贝森,苏坡西路39号,15588.00315706393,19.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1131,花样年华乐摩筑,50.68,中,东向,2014,82.0,16179,1,1,26,贝森,苏坡西路39号,16179.952644041043,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
969,花样年华乐摩筑,50.68,高,东向,2014,79.0,15588,1,1,26,贝森,苏坡西路39号,15588.00315706393,19.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1077,花样年华乐摩筑,50.68,高,东向,2014,79.0,15588,1,1,26,贝森,苏坡西路39号,15588.00315706393,19.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2960,正成财富领地,50.71,高,东南向,2014,90.0,17747,1,1,34,草市街,东珠市街85号,17747.978702425557,25.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2789,东立光华杏林,50.72,中,北向,2010,65.0,12815,1,1,21,万家湾,同辉南路256号,12815.45741324921,10.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,东立光华杏林,50.72,中,北向,2010,65.0,12815,1,1,21,万家湾,同辉南路256号,12815.45741324921,10.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,东立光华杏林,50.72,中,北向,2010,65.0,12815,1,1,21,万家湾,同辉南路256号,12815.45741324921,10.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,西岸蒂景,50.79,低,北向,2004,108.0,21264,1,1,12,八宝街,西岸蒂景西大街88号,21264.028352037803,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,西岸蒂景,50.79,低,北向,2004,108.0,21264,1,1,12,八宝街,西岸蒂景西大街88号,21264.028352037803,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,汇厦少城,50.7,中,东南向,2014,140.0,27613,1,1,39,天府广场,文庙西街,27613.412228796842,19.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,光华碧邻,50.88,低,南向,2015,90.0,17688,1,1,20,万家湾,光华西二路126号,17688.67924528302,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,白领尊邸,50.94,中,东南向,2000,76.0,14919,1,1,16,草市街,西马道街32号,14919.513152728701,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1709,白领尊邸,50.94,中,东南向,2000,76.0,14919,1,1,16,草市街,西马道街32号,14919.513152728701,8.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2730,东立清水河畔,50.0,中,西南向,2009,68.0,13600,1,1,23,外金沙,金福南路55号,13600.000000000002,11.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
939,东立光华杏林,50.0,低,北向,2010,65.0,13000,1,1,21,万家湾,同辉南路256号,13000.0,5.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,远鸿锦悦金沙公寓,50.0,中,西南向,2020,70.0,14000,2,1,14,内金沙,苏坡东路18号(地铁4号线清江西路地铁站旁),14000.0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,馨光华庭,50.0,低,东向,2000,85.0,17000,1,1,18,外光华,万花一路399号,17000.0,4.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,东立清水河畔,50.0,中,西南向,2009,68.0,13600,1,1,23,外金沙,金福南路55号,13600.000000000002,11.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2673,百寿巷2号院,50.0,中,南北向,1996,72.0,14400,2,1,7,石人小区,百寿巷2号院百寿巷2号(近中新路),14400.0,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1216,百寿巷2号院,50.0,中,南北向,1996,72.0,14400,2,1,7,石人小区,百寿巷2号院百寿巷2号(近中新路),14400.0,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,东立光华杏林,50.0,中,北向,2014,63.0,12600,1,1,21,万家湾,同辉南路256号,12600.0,10.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,飞大美誉大厦,50.0,高,南北向,2019,82.0,16400,2,1,29,天府广场,人民中路三段1号,16400.0,21.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4063,蓝光西环里,50.0,中,东南向,2017,62.2,12440,2,1,28,内光华,日月大道与培风路交汇处(青羊万达对面),12440.0,14.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
