,title,area,height,dic,year,cost,price,chamber,hall,layers,addr_district,addr_detail,price_cor
2940,揽胜金沙,58.87,高,东向,2012,145.0,24630,2,1,35,内金沙,清江西路90号,24630.541871921185
814,揽胜金沙,58.87,高,东向,2012,145.0,24630,2,1,35,内金沙,清江西路90号,24630.541871921185
2773,清江美庐,58.98,中,东北向,2020,118.0,20006,2,1,14,外光华,万花一路301号,20006.781959986438
870,荣盛花语城,58.99,中,南向,2014,130.0,22037,2,1,20,外光华,青羊区光华东一路75号,22037.633497202914
3602,荣盛花语城,58.99,高,南向,2014,129.8,22003,2,2,20,外光华,青羊区光华东一路75号,22003.72944566876
4311,清江美庐,58.9,高,北向,2020,111.0,18845,2,2,18,外光华,万花一路301号,18845.500848896434
4435,清江美庐,58.9,高,北向,2020,111.0,18845,2,2,18,外光华,万花一路301号,18845.500848896434
4657,力迅领筑,58.0,高,南北向,2007,85.0,14655,1,1,5,天府广场,文翁路139号,14655.172413793103
3864,花样年华乐摩筑,59.11,高,北向,2010,91.0,15395,1,1,26,贝森,苏坡西路39号,15395.026222297412
4247,花样年华乐摩筑,59.11,高,北向,2010,91.0,15395,1,1,26,贝森,苏坡西路39号,15395.026222297412
674,铸信境界,59.26,低,西向,2009,115.0,19406,1,1,27,贝森,贝森路323号,19406.00742490719
2146,铸信境界,59.26,低,西向,2009,115.0,19406,1,1,27,贝森,贝森路323号,19406.00742490719
1544,铸信境界,59.26,低,西向,2009,115.0,19406,1,1,27,贝森,贝森路323号,19406.00742490719
126,海亮爱金沙,59.29,中,东南向,2016,120.0,20239,2,1,23,外金沙,蜀鑫路与公园路交汇处(华润·金悦湾旁),20239.500758981278
1551,海亮爱金沙,59.29,高,东南向,2016,120.0,20239,2,1,23,外金沙,蜀鑫路与公园路交汇处(华润·金悦湾旁),20239.500758981278
64,海亮爱金沙,59.29,高,东南向,2016,120.0,20239,2,1,23,外金沙,蜀鑫路与公园路交汇处(华润·金悦湾旁),20239.500758981278
3167,长虹和悦府,59.3,高,东向,2015,134.0,22596,2,1,20,万家湾,光华北一路527号,22596.964586846545
1033,仁和金沙,59.52,高,东北向,2015,116.0,19489,1,1,27,内金沙,金祥路6号(西单国际商城旁),19489.247311827956
2895,仁和金沙,59.52,高,东北向,2015,116.0,19489,1,1,27,内金沙,金祥路6号(西单国际商城旁),19489.247311827956
1412,仁和金沙,59.52,高,东北向,2015,116.0,19489,1,1,27,内金沙,金祥路6号(西单国际商城旁),19489.247311827956
1290,仁和金沙,59.52,高,东北向,2015,116.0,19489,1,1,27,内金沙,金祥路6号(西单国际商城旁),19489.247311827956
1244,仁和金沙,59.52,中,北向,2015,102.0,17137,1,1,27,内金沙,金祥路6号(西单国际商城旁),17137.09677419355
3352,过街楼街36号院,59.59,低,东南向,2000,108.0,18123,2,1,5,顺城街,过街楼街36号院青羊区过街楼街36号,18123.846282933377
2513,过街楼街120号院,59.59,中,东南向,1990,108.0,18123,2,1,5,八宝街,过街楼街120号,18123.846282933377
916,金阳易诚国际,59.74,高,南向,2014,114.0,19082,2,1,22,万家湾,培华路399号,19082.691663876798
1824,美丽朋城,59.74,低,东向,2015,95.0,15902,2,2,12,贝森,东顺路174号,15902.243053230664
446,金阳易诚国际,59.74,高,南向,2014,114.0,19082,2,1,22,万家湾,培华路399号,19082.691663876798
2443,金阳易诚国际,59.74,高,南向,2014,114.0,19082,2,1,22,万家湾,培华路399号,19082.691663876798
2201,美丽朋城,59.74,低,东向,2015,95.0,15902,2,2,12,贝森,东顺路174号,15902.243053230664
1020,金阳易诚国际,59.74,低,南向,2010,106.0,17743,2,1,22,万家湾,培华路399号,17743.555406762636
2209,泡桐树街1号院,59.79,高,东南向,2015,240.0,40140,1,1,7,天府广场,泡桐树街1号,40140.49172102358
2636,泡桐树街1号院,59.79,高,东南向,2015,240.0,40140,1,1,7,天府广场,泡桐树街1号,40140.49172102358
4419,石人巷3号院,59.7,高,南向,1997,66.0,11055,2,1,7,石人小区,石人巷3号,11055.276381909547
2737,国一梦巢,59.85,高,南向,2016,110.0,18379,2,1,24,外光华,光华南二路238号(树德中学旁),18379.281537176274
2409,草市街39号院,59.93,中,南向,1993,90.0,15017,2,1,8,草市街,草市街39号,15017.520440513934
2839,东原时光道,59.94,高,南向,2015,130.0,21688,2,2,21,外光华,光华大道一段(大公园对面),21688.355021688356
824,清江美庐,59.99,低,东西向,2020,100.0,16669,2,1,18,外光华,万花一路301号,16669.44490748458
1548,长顺中街89号院,59.9,中,南向,2015,132.0,22036,2,1,7,长顺街,长顺中街89号,22036.727879799666
3783,证大正府,59.0,中,南北向,2010,123.0,20847,1,1,32,顺城街,正府街172号,20847.457627118645
3583,金阳易诚国际,59.0,中,南向,2012,105.0,17796,2,1,20,万家湾,培华路399号,17796.610169491523
3451,花样年华乐摩筑,60.03,低,北向,2010,98.0,16325,1,1,26,贝森,苏坡西路39号,16325.170747959355
2986,优品道二期,60.08,高,西南向,2010,150.0,24966,1,1,9,贝森,青羊大道99号,24966.71105193076
1662,优品道二期,60.08,高,西南向,2010,150.0,24966,1,1,9,贝森,青羊大道99号,24966.71105193076
2194,优品道二期,60.08,高,西南向,2010,150.0,24966,1,1,9,贝森,青羊大道99号,24966.71105193076
3107,优品道二期,60.08,高,西南向,2010,150.0,24966,1,1,9,贝森,青羊大道99号,24966.71105193076
416,清江美庐,60.17,中,西向,2020,104.1,17300,2,1,18,外光华,万花一路301号,17300.980555093898
1188,清江美庐,60.17,高,西向,2015,110.0,18281,2,1,18,外光华,万花一路301号,18281.535648994515
1382,清江美庐,60.17,高,西向,2015,110.0,18281,2,1,18,外光华,万花一路301号,18281.535648994515
2883,奎星楼街14号院,60.18,高,南向,1990,122.0,20272,2,1,7,长顺街,奎星楼街14号,20272.515785975407
584,荣盛花语城,60.19,高,北向,2015,130.0,21598,2,2,17,外光华,青羊区光华东一路75号,21598.272138228946
3713,金沙蜜地,60.27,中,北向,2010,92.0,15264,2,2,25,内金沙,金沙蜜地锦屏南路1号,15264.64244234279
1489,锦绣朋城,60.29,高,东南向,2015,85.0,14098,2,1,11,贝森,双新北路1号,14098.523801625477
4078,壹号公馆,60.2,高,西北向,2015,100.0,16611,1,1,29,八宝街,人民中路三段1号,16611.295681063122
4666,壹号公馆,60.2,高,西北向,2015,100.0,16611,1,1,29,八宝街,人民中路三段1号,16611.295681063122
4362,文庙前街86号院,60.35,中,东南向,2015,102.0,16901,2,1,6,天府广场,文庙前街86号,16901.408450704224
4276,战旗东路6号院,60.3,高,南向,2000,75.0,12437,2,1,7,府南新区,战旗东路6号,12437.810945273633
3761,花样年华乐摩筑,60.46,中,西向,2010,95.0,15712,1,1,26,贝森,苏坡西路39号,15712.8680119087
2471,人民中路一段4号院,60.4,低,东向,1990,218.0,36092,2,1,7,天府广场,人民中路一段4号,36092.71523178808
638,人民中路一段4号院,60.4,低,东向,1990,218.0,36092,2,1,7,天府广场,人民中路一段4号,36092.71523178808
1301,二十一世纪花园一期,60.51,高,南向,2014,115.0,19005,2,1,8,贝森,苏坡东路27号,19005.123120145432
42,战旗东路6号院,60.63,高,西北向,2001,73.7,12155,2,1,7,府南新区,战旗东路6号,12155.698499092858
1528,战旗东路6号院,60.63,高,西北向,2001,73.7,12155,2,1,7,府南新区,战旗东路6号,12155.698499092858
3027,包家巷99号院,60.69,高,南向,2015,185.0,30482,2,1,7,天府广场,包家巷99号,30482.781347833254
3680,石人东路1号院,60.79,低,南向,2000,78.0,12831,2,1,7,石人小区,石人东路1号院石人东路1号,12831.057739759828
3996,石人东路1号院,60.79,中,南北向,1995,78.0,12831,2,1,7,石人小区,石人东路1号,12831.057739759828
3795,石人东路1号院,60.79,中,南北向,1995,78.0,12831,2,1,7,石人小区,石人东路1号,12831.057739759828
2788,卧龙晓城,60.81,高,北向,2003,98.0,16115,1,1,6,贝森,青羊大道288号,16115.770432494654
1451,卧龙晓城,60.81,高,北向,2003,98.0,16115,1,1,6,贝森,青羊大道288号,16115.770432494654
591,卧龙晓城,60.81,低,南向,2003,85.0,13977,2,1,6,贝森,青羊大道288号,13977.964150633119
4342,卧龙晓城,60.81,中,东南向,2015,105.0,17266,1,1,6,贝森,青羊大道288号,17266.896891958557
2048,长虹和悦府,60.86,中,北向,2015,133.0,21853,2,1,20,万家湾,光华北一路527号,21853.434111074595
933,长虹和悦府,60.86,中,北向,2015,133.0,21853,2,1,20,万家湾,光华北一路527号,21853.434111074595
2030,陕西街单位宿舍,60.91,高,东南向,2015,105.0,17238,2,1,4,天府广场,陕西街32号(石室联合中学附近),17238.548678377938
1229,陕西街单位宿舍,60.91,高,东南向,2015,105.0,17238,2,1,4,天府广场,陕西街32号(石室联合中学附近),17238.548678377938
3841,证大正府,60.0,高,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
4381,证大正府,60.0,中,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
3273,蓝光西环里,60.0,高,南北向,2020,79.0,13166,2,1,24,内光华,日月大道与培风路交汇处(青羊万达对面),13166.666666666666
3885,证大正府,60.0,高,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
3806,蓝光西环里,60.0,高,南北向,2020,79.0,13166,2,1,24,内光华,日月大道与培风路交汇处(青羊万达对面),13166.666666666666
3822,证大正府,60.0,中,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
3316,富力丽思国际公馆二期,60.0,低,南向,2017,122.0,20333,2,2,48,顺城街,富力丽思国际公馆二期顺城大街289号,20333.333333333332
2131,长虹和悦府,60.0,中,北向,2014,130.0,21666,2,2,20,万家湾,光华北一路527号,21666.666666666664
3440,石人南街18号院,60.0,高,东南向,1995,88.8,14800,3,1,7,石人小区,石人南街18号,14800.0
3237,蓝光西环里,60.0,高,南北向,2020,80.0,13333,1,1,24,内光华,日月大道与培风路交汇处(青羊万达对面),13333.333333333332
4230,证大正府,60.0,中,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
4257,石人南街18号院,60.0,高,东南向,1995,88.8,14800,3,1,7,石人小区,石人南街18号,14800.0
3620,证大正府,60.0,高,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
464,东原时光道,60.0,中,东向,2016,122.0,20333,2,1,22,外光华,光华大道一段(大公园对面),20333.333333333332
3215,蓝光西环里,60.0,高,南北向,2020,79.0,13166,2,1,24,内光华,日月大道与培风路交汇处(青羊万达对面),13166.666666666666
4702,证大正府,60.0,高,南北向,2010,120.0,20000,1,1,32,顺城街,正府街172号,20000.0
3252,石人南街18号院,60.0,高,东南向,1995,88.8,14800,3,1,7,石人小区,石人南街18号,14800.0
2984,锦江时代花园公寓,61.03,低,东南向,2020,184.0,30149,2,1,6,天府广场,锦里西路107号,30149.10699655907
928,东立光华杏林,61.03,高,西向,2015,95.0,15566,2,2,21,万家湾,同辉南路256号,15566.115025397345
2193,清江美庐,61.23,低,南向,2015,98.0,16005,2,1,18,外光华,万花一路301号,16005.226196308999
3186,清江美庐,61.23,低,南向,2015,98.0,16005,2,1,18,外光华,万花一路301号,16005.226196308999
2232,汇厦少城,61.28,高,南向,2014,165.0,26925,2,1,39,天府广场,文庙西街,26925.587467362922
4554,青森小区,61.2,高,北向,1998,69.5,11356,2,1,7,贝森,青森路1号,11356.209150326797
951,文武路152号院,61.46,低,西南向,1990,83.0,13504,2,1,7,顺城街,文武路152号,13504.718516108038
575,清溪南街5号院,61.4,中,南向,1997,73.0,11889,2,1,7,府南新区,清溪南街5号,11889.250814332248
2899,清溪南街5号院,61.4,高,南向,1997,73.0,11889,2,1,7,府南新区,清溪南街5号,11889.250814332248
1917,清溪南街5号院,61.4,高,南向,1997,73.0,11889,2,1,7,府南新区,清溪南街5号,11889.250814332248
4701,守经街6号院,61.79,高,东向,2015,119.0,19258,3,1,6,八宝街,守经街6号(近万和广场),19258.779737821653
4450,守经街6号院,61.79,高,东向,2015,119.0,19258,3,1,6,八宝街,守经街6号(近万和广场),19258.779737821653
1284,南桥视窗,61.86,低,西向,2015,99.0,16003,2,1,19,长顺街,锦里东路18号,16003.87972841901
875,南桥视窗,61.86,低,西向,2015,99.0,16003,2,1,19,长顺街,锦里东路18号,16003.87972841901
2833,南桥视窗,61.86,低,西向,2015,99.0,16003,2,1,19,长顺街,锦里东路18号,16003.87972841901
3031,四川省卫生管理干部学,61.89,中,东向,2015,152.0,24559,3,1,5,天府广场,文庙西街31号,24559.702698335757
1973,四川省卫生管理干部学,61.89,中,东向,2015,152.0,24559,3,1,5,天府广场,文庙西街31号,24559.702698335757
143,中大君悦金沙五期,62.03,高,东南向,2015,168.0,27083,1,1,18,内金沙,蜀辉路8号,27083.669192326295
897,蓝光COCO金沙三期,62.03,低,东北向,2015,140.0,22569,3,1,22,外金沙,青羊区清百路,22569.72432693858
1409,中大君悦金沙五期,62.03,高,东南向,2015,168.0,270830,1,1,18,内金沙,蜀辉路8号,27083.669192326295
1190,一环路西二段51号院,62.04,中,南向,1990,130.0,20954,3,1,6,天府广场,一环路西二段51号,20954.223081882657
360,长虹和悦府,62.09,中,北向,2015,124.8,20099,2,1,20,万家湾,光华北一路527号,20099.855049122238
1669,蓝光SOFA社区,62.12,高,西向,2015,115.0,18512,2,1,20,万家湾,成飞大道南段238号,18512.556342562784
4310,柿子巷2号院,62.16,中,东南向,2014,205.0,32979,2,1,5,天府广场,柿子巷2号,32979.40797940798
1777,奎星楼街14号院,62.18,中,东南向,1990,129.5,20826,2,1,7,长顺街,奎星楼街14号,20826.63235767128
686,长虹和悦府,62.18,高,北向,2015,122.0,19620,2,1,20,万家湾,光华北一路527号,19620.456738501125
2455,蓝光COCO金沙三期,62.22,高,东向,2015,145.0,23304,2,2,22,外金沙,青羊区清百路,23304.403728704598
4536,草堂东路65号院,62.34,高,南向,2015,140.0,22457,2,1,6,杜甫草堂,草堂东路65号,22457.49117741418
1343,元益花园,62.34,低,南向,2014,113.0,18126,2,2,21,外光华,光华大道一段866号,18126.40359319859
530,牧电路12号院,62.42,高,东向,1996,89.7,14370,2,1,7,杜甫草堂,牧电路12号,14370.3941044537
4340,兴城融域,62.43,低,南向,2009,86.1,13791,1,2,11,外光华,培中路82号,13791.446419990387
536,兴城融域,62.43,低,南向,2009,86.0,13775,2,2,11,外光华,培中路82号,13775.428479897484
4677,兴城融域,62.43,低,南向,2009,86.1,13791,1,2,11,外光华,培中路82号,13791.446419990387
3345,长顺上街98号院,62.46,高,南向,2000,111.2,17803,2,1,7,长顺街,长顺上街98号院长顺上街98号,17803.39417227025
184,蓝光COCO金沙二期,62.58,中,东南向,2015,132.0,21093,3,1,17,外金沙,蓝光COCO金沙二期清源三路169号,21093.00095877277
258,蓝光COCO金沙二期,62.58,中,东南向,2015,132.0,21093,3,1,17,外金沙,蓝光COCO金沙二期清源三路169号,21093.00095877277
2235,蓝光COCO金沙二期,62.58,中,东南向,2015,132.0,21093,3,1,17,外金沙,蓝光COCO金沙二期清源三路169号,21093.00095877277
2162,蓝光COCO蜜城,62.66,高,西向,2014,159.0,25375,2,1,31,贝森,内光华贝森路(宽庭公园旁),25375.03989786148
3037,蓝光COCO蜜城,62.66,高,西向,2014,159.0,25375,2,1,31,贝森,内光华贝森路(宽庭公园旁),25375.03989786148
2462,蓝光COCO蜜城,62.66,中,西向,2015,154.5,24656,2,1,31,贝森,内光华贝森路(宽庭公园旁),24656.878391318227
1571,石人南路34号院,62.68,中,东向,2014,79.0,12603,2,1,7,石人小区,石人南路34号,12603.701340140396
2586,蜀华街57号院,62.74,中,东南向,1990,165.0,26299,3,1,6,天府广场,成都市青羊区蜀华街57号,26299.011794708316
1025,蓝光COCO金沙二期,62.77,高,东北向,2015,140.0,22303,3,1,23,外金沙,蓝光COCO金沙二期清源三路169号,22303.648239604907
1787,长顺上街251号院,62.7,高,东向,2015,130.0,20733,2,1,7,长顺街,长顺上街251号,20733.65231259968
1574,长顺上街251号院,62.7,高,东向,2015,130.0,20733,2,1,7,长顺街,长顺上街251号,20733.65231259968
1099,正成财富领地,62.96,高,东南向,2010,90.0,14294,1,1,34,草市街,东珠市街85号,14294.790343074968
1304,金沙蜜地,62.9,中,东南向,2010,91.0,14467,2,1,25,内金沙,锦屏南路1号,14467.408585055644
4460,东原时光道,62.0,中,南向,2015,123.0,19838,2,2,20,外光华,光华大道一段(大公园对面),19838.709677419356
498,群康路40号院,62.0,高,南北向,2002,89.0,14354,2,1,7,西南财大,群康路40号院群康路40号,14354.83870967742
3021,中大君悦金沙一期,62.0,高,东南向,2012,168.0,27096,2,1,18,内金沙,蜀辉路19号,27096.774193548386
4520,东原时光道,62.0,中,南向,2015,123.0,19838,2,2,20,外光华,光华大道一段(大公园对面),19838.709677419356
736,中大君悦金沙一期,62.0,高,东南向,2012,168.0,27096,2,1,18,内金沙,蜀辉路19号,27096.774193548386
4242,王家塘小区,63.05,高,东南向,2020,103.0,16336,2,1,7,八宝街,王家塘街6号,16336.24107850912
1975,王家塘街11号院,63.05,中,东南向,1990,107.0,16970,2,1,7,八宝街,王家塘街11号院王家塘街11号,16970.65820777161
1639,王家塘街11号院,63.05,低,东南向,2000,132.0,20935,2,1,7,八宝街,王家塘街11号院王家塘街11号,20935.765265662176
2031,王家塘小区,63.05,低,东南向,2015,132.0,20935,2,1,7,八宝街,王家塘街6号,20935.765265662176
2456,王家塘小区,63.05,低,东南向,2015,132.0,20935,2,1,7,八宝街,王家塘街6号,20935.765265662176
4056,王家塘小区,63.05,高,东南向,2020,103.0,16336,2,1,7,八宝街,王家塘街6号,16336.24107850912
3900,王家塘小区,63.05,高,东南向,2020,103.0,16336,2,1,7,八宝街,王家塘街6号,16336.24107850912
4357,战旗东路6号院,63.05,中,南北向,2000,93.5,14829,3,2,7,府南新区,战旗东路6号,14829.500396510706
4736,英伦金沙,63.08,高,南向,2011,100.0,15852,3,1,24,外金沙,清水滨河路99号(苏坡立交旁),15852.885225110971
1038,英伦金沙,63.08,中,西北向,2011,99.0,15694,2,1,24,外金沙,清水滨河路99号(苏坡立交旁),15694.356372859862
3861,锦红苑,63.09,高,东南向,2001,82.0,12997,1,1,7,府南新区,同盛路50号,12997.305436677761
3780,锦红苑,63.09,高,东南向,2001,82.0,12997,1,1,7,府南新区,同盛路50号,12997.305436677761
3234,仁和金沙,63.15,高,东向,2009,111.9,17719,1,1,27,内金沙,金祥路6号(西单国际商城旁),17719.71496437055
2924,仁和金沙,63.15,中,东南向,2009,112.0,17735,1,1,27,内金沙,金祥路6号(西单国际商城旁),17735.550277117974
2494,仁和金沙,63.15,中,东南向,2009,112.0,17735,1,1,27,内金沙,金祥路6号(西单国际商城旁),17735.550277117974
2893,仁和金沙,63.15,中,东南向,2009,112.0,17735,1,1,27,内金沙,金祥路6号(西单国际商城旁),17735.550277117974
1554,知贤坊,63.2,高,南向,2009,145.0,22943,2,1,18,内光华,春晓路8号(玉宇路附近),22943.037974683542
1132,兴城融域,63.31,低,南向,2014,89.0,14057,2,1,11,外光华,培中路82号,14057.810772389827
4094,兴城融域,63.31,高,南向,2009,98.0,15479,1,1,11,外光华,培中路82号,15479.387142631496
3660,兴城融域,63.31,高,南向,2009,98.0,15479,1,1,11,外光华,培中路82号,15479.387142631496
420,兴城融域,63.31,中,南向,2009,89.0,14057,2,1,11,外光华,培中路82号,14057.810772389827
1754,荣盛花语城,63.31,高,东南向,2015,139.0,21955,2,1,20,外光华,青羊区光华东一路75号,21955.457273732427
1173,荣盛花语城,63.31,高,东南向,2015,139.0,21955,2,1,20,外光华,青羊区光华东一路75号,21955.457273732427
2018,荣盛花语城,63.31,高,东南向,2015,139.0,21955,2,1,20,外光华,青羊区光华东一路75号,21955.457273732427
2093,大石东路右三巷2号院,63.32,中,南向,1997,86.0,13581,3,1,6,浣花小区,大石东路右三巷2号,13581.806696146557
2771,荣盛花语城,63.3,中,东南向,2014,138.5,21879,2,2,20,外光华,青羊区光华东一路75号,21879.936808846764
2631,上河新城,63.59,中,东向,2015,92.0,14467,1,1,7,草市街,大安西路58号,14467.683598050007
2006,三洞桥路20号院,63.5,中,东南向,1980,72.0,11338,2,1,6,草市街,三洞桥路20号,11338.582677165354
1701,荣盛花语城,63.5,低,南向,2014,140.0,22047,2,2,22,外光华,青羊区光华东一路75号,22047.24409448819
3006,三洞桥路20号院,63.5,中,东南向,1980,72.0,11338,2,1,6,草市街,三洞桥路20号,11338.582677165354
1315,荣盛花语城,63.5,低,南向,2014,140.0,22047,2,2,22,外光华,青羊区光华东一路75号,22047.24409448819
3546,大有巷1号院,63.68,中,南向,1980,152.0,23869,2,1,5,顺城街,大有巷1号院大有巷1号,23869.346733668342
3734,大有巷1号院,63.68,中,南向,1980,152.0,23869,2,1,5,顺城街,大有巷1号院大有巷1号,23869.346733668342
4029,大有巷1号院,63.68,中,南向,1980,152.0,23869,2,1,5,顺城街,大有巷1号院大有巷1号,23869.346733668342
1617,包家巷99号院,63.72,中,东南向,2001,188.0,29504,2,2,7,天府广场,包家巷99号院包家巷99号,29504.08035153798
2633,包家巷99号院,63.72,中,东南向,2001,188.0,29504,2,2,7,天府广场,包家巷99号院包家巷99号,29504.08035153798
2251,花样年华乐摩筑,63.73,高,西向,2015,125.0,19614,3,1,26,贝森,苏坡西路39号,19613.99654793661
3132,花样年华乐摩筑,63.73,高,西向,2015,125.0,19614,3,1,26,贝森,苏坡西路39号,19613.99654793661
2525,西二道街社区,63.77,低,西南向,2014,122.0,19131,2,1,7,八宝街,天府广场附近西二道街,19131.25294025404
1174,蓝光COCO金沙一期,63.78,高,北向,2015,131.0,20539,3,2,18,外金沙,青羊区清涟路27号,20539.354029476326
3678,罗家碾街37号院,63.85,高,东南向,1996,76.0,11902,2,1,7,石人小区,罗家碾街37号,11902.897415818323
2857,商业街6号院,63.97,中,东南向,1990,245.0,38299,2,2,6,天府广场,商业街6号(商业街与东城根中街交界处),38299.20275128967
2237,方池街28号院,63.9,低,南向,1990,198.0,30985,3,1,6,天府广场,方池街28号,30985.915492957745
1303,金沙蜜地,63.9,低,东向,2010,102.0,15962,2,1,25,内金沙,锦屏南路1号,15962.44131455399
1621,金沙蜜地,63.9,中,西南向,2010,93.5,14632,2,1,25,内金沙,锦屏南路1号,14632.237871674492
769,佳兆业广场,63.9,中,南向,2016,110.0,17214,2,1,14,外光华,佳兆业广场,17214.397496087637
1197,佳兆业广场,63.9,中,南向,2016,110.0,17214,2,1,14,外光华,佳兆业广场,17214.397496087637
4577,太升南路173号院,63.0,低,南北向,1996,110.0,17460,3,2,6,顺城街,太升南路173号,17460.31746031746
742,蓝光COCO金沙二期,63.0,低,东北向,2015,130.0,20634,3,1,20,外金沙,清源三路169号,20634.920634920636
847,大福建营巷19号院,63.0,中,南北向,2000,97.5,15476,2,1,7,顺城街,大福建营巷19号,15476.190476190477
1404,灯笼街140号院,63.0,中,东南向,1990,118.0,18730,3,1,4,八宝街,青羊区灯笼街140号,18730.15873015873
1652,兴城融域,63.0,中,南向,2010,89.0,14126,1,1,21,外光华,培中路82号,14126.984126984127
57,时代印象,64.01,中,东南向,2005,82.0,12810,1,1,14,草市街,北东街1号(正成财富领地对面),12810.498359631307
3595,战旗东路9号院,64.02,中,南向,2001,78.0,12183,3,1,7,府南新区,战旗东路9号,12183.69259606373
286,荣盛花语城,64.09,中,西向,2014,130.0,20283,2,1,20,外光华,青羊区光华东一路75号,20283.97565922921
1587,四川省卫生管理干部学,64.11,高,南向,2014,172.0,26828,2,1,6,天府广场,文庙西街31号,26828.887849009516
497,四川省卫生管理干部学,64.11,高,南向,2014,172.0,26828,2,1,6,天府广场,文庙西街31号,26828.887849009516
994,锦绣朋城,64.15,高,北向,2004,87.0,13561,2,1,11,贝森,双新北路1号,13561.964146531564
3439,蓝光COCO金沙一期,64.21,低,南向,2015,136.0,21180,3,1,22,外金沙,青羊区清涟路27号,21180.501479520328
4225,蓝光COCO金沙一期,64.21,低,南向,2015,136.0,21180,3,1,22,外金沙,青羊区清涟路27号,21180.501479520328
1591,青羊上街208号院,64.22,中,南向,2014,128.0,19931,2,2,5,杜甫草堂,青羊上街208号,19931.485518530055
527,长顺上街251号院,64.27,中,南向,1999,154.0,23961,2,1,7,长顺街,长顺上街251号,23961.412789793063
649,长顺上街251号院,64.27,中,南向,1999,154.0,23961,2,1,7,长顺街,长顺上街251号,23961.412789793063
3985,清江美庐,64.38,低,东南向,2020,120.0,18639,2,1,14,外光华,万花一路301号,18639.32898415657
4054,清江美庐,64.38,低,东南向,2020,120.0,18639,2,1,14,外光华,万花一路301号,18639.32898415657
4418,清江美庐,64.38,低,东南向,2020,120.0,18639,2,1,14,外光华,万花一路301号,18639.32898415657
3633,清江美庐,64.38,低,东南向,2020,120.0,18639,2,1,14,外光华,万花一路301号,18639.32898415657
790,二十一世纪花园二期,64.42,高,东向,2003,121.0,18782,2,1,4,贝森,苏坡东路27号,18782.98665010866
20,奎星楼街14号院,64.58,高,东南向,2015,110.0,17033,2,1,7,长顺街,奎星楼街14号,17033.137194177765
2843,奎星楼街14号院,64.58,高,东南向,2015,110.0,17033,2,1,7,长顺街,奎星楼街14号,17033.137194177765
1690,奎星楼街14号院,64.58,高,东南向,2015,110.0,17033,2,1,7,长顺街,奎星楼街14号,17033.137194177765
2632,双顺路4号院,64.66,中,东南向,2002,92.0,14228,2,2,7,府南新区,双顺路4号(双顺路与清江中路交汇处),14228.270955768636
2982,金沙蜜地,64.88,低,西向,2010,93.0,14334,2,1,25,内金沙,锦屏南路1号,14334.15536374846
2413,元益花园,64.8,高,南向,2014,108.0,16666,2,2,21,外光华,光华大道一段866号,16666.666666666668
2518,元益花园,64.8,高,南向,2014,108.0,16666,2,2,21,外光华,光华大道一段866号,16666.666666666668
1150,元益花园,64.8,高,南向,2014,108.0,16666,2,2,21,外光华,光华大道一段866号,16666.666666666668
1735,包家巷123号院,64.92,中,南向,2014,195.0,30036,2,1,6,天府广场,包家巷123号,30036.968576709798
4325,清江东路362号院,64.95,中,南向,2015,89.0,13702,3,1,4,府南新区,清江东路362号,13702.848344880676
3966,清江东路362号院,64.95,中,南向,2015,89.0,13702,3,1,4,府南新区,清江东路362号,13702.848344880676
3865,中铁双龙湾,64.0,高,南向,2015,153.0,23906,1,1,1,外金沙,清水滨河路788号,23906.25
4630,中铁双龙湾,64.0,高,南向,2015,153.0,23906,1,1,1,外金沙,清水滨河路788号,23906.25
723,多子巷小区,64.0,中,东向,2000,243.0,37968,2,1,6,天府广场,多子巷13号(仁厚街泡小对面),37968.75
1691,草堂北支路3号院,65.12,中,南向,1996,106.0,16277,2,2,7,杜甫草堂,草堂北支路3号,16277.641277641276
871,草堂北支路3号院,65.12,中,南向,1996,106.0,16277,2,2,7,杜甫草堂,草堂北支路3号,16277.641277641276
593,锦绣朋城,65.19,高,西北向,2004,97.0,14879,2,1,11,贝森,双新北路1号,14879.582758091732
3103,蓝光COCO金沙一期,65.19,中,西北向,2015,128.0,19634,2,1,22,外金沙,青羊区清涟路27号,19634.91333026538
534,锦绣朋城,65.19,高,西北向,2004,97.0,14879,2,1,11,贝森,双新北路1号,14879.582758091732
934,锦绣朋城,65.19,高,西北向,2004,97.0,14879,2,1,11,贝森,双新北路1号,14879.582758091732
451,蓝光COCO金沙一期,65.19,中,西北向,2015,128.0,19634,2,1,22,外金沙,青羊区清涟路27号,19634.91333026538
1043,锦绣朋城,65.19,中,北向,2015,93.0,14265,2,1,11,贝森,双新北路1号,14265.991716520939
139,海亮爱金沙,65.25,中,东北向,2020,133.0,20383,2,1,22,外金沙,蜀鑫路与公园路交汇处(华润·金悦湾旁),20383.141762452105
2255,海亮爱金沙,65.25,中,东北向,2020,133.0,20383,2,1,22,外金沙,蜀鑫路与公园路交汇处(华润·金悦湾旁),20383.141762452105
